github_followers,github_public_repos,years_of_experience,skill_match_count,commit_frequency,repo_quality_score,collaboration_score,risk_category
15,46,13,8,1.8121804361361726,4.825384074666727,3.2830871035791196,Medium Risk
68,19,10,0,8.103032991233325,9.403161532392643,8.700479966063918,Medium Risk
98,17,9,4,1.3503813668054743,2.936764133584362,7.4626606133220506,Medium Risk
11,17,9,9,4.686516369963853,4.15703578284929,2.1903836164205845,Medium Risk
24,1,10,5,9.38578239586033,7.869568104790414,0.7189941865749605,Medium Risk
51,3,10,6,1.8583205556534255,5.460245933207503,7.156737768553395,Medium Risk
84,29,5,3,9.779934237382346,5.4702814642444775,3.9070255068810935,Medium Risk
99,32,1,0,9.94287985761059,0.5334016300518352,7.660799991182213,High Risk
52,35,10,7,5.556171546824029,3.985996627184558,4.4529477237521045,Medium Risk
22,17,2,9,1.7014274017715791,2.707337324217325,3.460024129722764,High Risk
15,36,5,3,3.1610488794089564,9.993351228311154,4.512054082123965,Medium Risk
56,18,13,2,4.2449283267653515,3.083550706323103,7.485589856706767,Medium Risk
38,46,3,6,3.093242243582229,8.844965347938635,9.022202865403742,Medium Risk
52,27,5,1,2.806355798765158,6.762337350404774,0.49767196588575535,High Risk
41,39,0,7,9.722297092163576,3.4091640919209043,5.241115412269552,Medium Risk
57,19,9,5,1.5336482741574564,5.435343783741237,0.328354290838776,Medium Risk
38,48,11,6,7.333279087168623,8.405358799491937,4.684095450243587,Low Risk
13,32,0,4,0.004102894391748713,8.833682980309119,8.852828290969004,High Risk
94,11,2,8,5.9618266940237685,1.6039387500614521,3.6159026642030967,High Risk
4,14,7,4,9.159430039540524,3.3957314120816964,9.324504210806433,Medium Risk
34,40,7,4,2.87934094093219,3.3522318021357167,6.306084716506094,Medium Risk
86,38,10,2,1.855259752577192,0.4204479607594469,9.341553437930063,Medium Risk
92,1,3,0,6.516797948784269,5.9823775985189656,7.571666254125197,High Risk
74,28,5,1,7.126014072983931,8.54820052992188,1.034351666487623,Medium Risk
17,40,14,7,6.880305189519813,3.815743878255178,2.3115136756267707,Medium Risk
75,9,7,0,3.1931688002137406,7.40035944984177,3.941704545835062,High Risk
8,1,6,6,2.5220240215933085,6.277004136007399,1.7010688201207602,High Risk
73,10,10,4,9.559187999620441,3.756487354930008,4.949116047766605,Medium Risk
57,12,6,2,9.232995082699295,1.4105979949229708,4.713681557014906,High Risk
16,9,12,6,4.573166098928203,7.093238527759674,9.562591980273812,Medium Risk
6,13,3,8,8.461938661543734,8.545651689412404,4.337278828959778,Medium Risk
45,17,8,1,4.52323477634296,6.858544924014919,7.856268042879978,Medium Risk
12,8,11,7,4.243890180725104,0.17878484034818065,9.419105448514799,Medium Risk
39,38,9,8,1.5676294759929466,2.1623289439099125,8.769888309739855,Medium Risk
41,27,5,2,4.2640605649197285,0.6947998488353191,2.0866762451159184,High Risk
8,2,13,1,5.37416938599807,5.703860995762268,4.9602989425354425,Medium Risk
49,19,11,6,0.22504327428686466,7.564776788404124,3.477397822959257,Medium Risk
26,5,10,4,4.441130051754064,1.1057918706865943,3.998586951372155,High Risk
65,26,2,4,7.813562183952003,8.383378205933852,3.608068262457512,Medium Risk
4,1,4,9,6.800460563742698,5.555089783954832,8.263592101750042,Medium Risk
28,28,4,4,6.35156988863935,6.899690121417249,4.521390551224474,Medium Risk
36,37,13,3,9.095554284372025,9.714018486086463,5.236943322446882,Low Risk
37,2,4,4,0.1803200982523001,0.8368098824769732,9.824473570470747,High Risk
82,15,7,3,5.570475861922342,9.012240229777893,0.5997927219151644,Medium Risk
7,29,8,5,7.873488484097071,1.261026959874093,4.879576397907488,Medium Risk
64,39,12,3,5.413353827012672,3.9295880663668226,7.740617069461161,Medium Risk
85,1,8,1,3.2389555258037914,8.514386963311143,1.5116195818822653,High Risk
16,16,12,8,1.3625056509197786,9.062542367378683,6.115315946147739,Medium Risk
70,40,5,1,8.875630718161913,5.063716735451454,2.3946477953446674,Medium Risk
88,11,5,8,4.70762392387603,5.9410463827542515,8.674041132245677,Medium Risk
44,34,8,9,8.781151969857014,7.081473345985572,3.270996654000793,Medium Risk
3,42,3,5,5.8585212243316835,8.327586684527141,3.2906281690090955,Medium Risk
35,0,5,8,6.741921166150008,1.2151116953766616,5.981938785178935,Medium Risk
69,44,3,8,8.042611543784501,8.100693082292276,1.8356290811990872,Medium Risk
30,14,10,2,6.591555446001344,4.812761505116168,2.8488863890306106,Medium Risk
18,25,0,0,3.980548406789377,4.50623425108169,4.166318501194115,High Risk
60,36,6,0,5.13633383928651,4.238997519969983,3.536378631401104,High Risk
53,20,13,2,8.030455246758798,5.0921158524604255,5.248772180055824,Medium Risk
38,48,9,4,3.736502963729842,9.450505533946036,5.996401440689663,Medium Risk
90,30,10,2,3.881214567684971,5.482037727921516,5.666674537501645,Medium Risk
73,24,11,8,0.9569011605800115,9.531775382631393,6.541683119919322,Medium Risk
89,22,5,8,9.145844352217477,1.8029013061564059,3.0774951660782026,Medium Risk
18,23,8,2,0.9103631494544173,7.241359788326331,1.2642622715502805,High Risk
38,37,6,2,6.482091774485559,8.122395386087472,7.608075414310771,Medium Risk
66,27,12,4,4.131944788027977,6.791288313348619,8.50780382630682,Medium Risk
44,20,6,1,4.056193902554424,6.069222802265404,2.5700623222243224,High Risk
12,42,1,5,6.795518365726839,5.648127810861823,4.070919561580197,Medium Risk
91,17,11,6,0.6709373262987872,8.60930482578696,4.985692169635553,Medium Risk
57,35,10,8,5.937057829514346,8.216465971645,5.333268427529364,Medium Risk
19,34,14,5,7.720317859723548,1.2228872118059952,6.594901710876519,Medium Risk
91,44,8,2,8.282127578865943,8.48587657030878,0.41603233355321345,Medium Risk
71,8,9,4,1.705303893937753,4.140686194404425,7.21477082734017,Medium Risk
60,37,8,3,8.974190500781736,2.536968299958108,0.6197100697941027,Medium Risk
38,29,5,4,6.561460918474422,8.697685680139259,4.682885676728679,Medium Risk
0,43,12,7,8.818548008206829,4.320247996337416,8.27671135569194,Low Risk
2,33,2,7,4.852807171101983,8.083646901768166,4.512153132783963,Medium Risk
76,31,0,5,5.42033345097202,2.634036119558445,1.4908974876824777,High Risk
91,2,3,0,9.19038277028671,0.03929321422217802,9.850338450059597,High Risk
61,2,13,7,8.999095433546717,4.954591929029444,8.892854620742632,Medium Risk
62,27,13,7,4.48160873369002,1.0022825664288426,7.71313633225014,Medium Risk
24,43,2,1,2.7441263163568177,7.543759555249096,4.115116028992104,High Risk
55,14,13,3,3.9317043456426415,2.760751360694104,1.838457268892978,Medium Risk
32,40,11,1,3.8776432852974976,4.436456466034787,9.414111814185013,Medium Risk
37,22,0,3,2.8686687498279397,0.8703356509155424,5.3235112651713905,High Risk
5,39,2,9,2.685796043329666,2.866592484472527,8.523554603874851,Medium Risk
57,10,13,6,8.610629364797195,7.81490243258572,3.4209500575942577,Medium Risk
43,47,13,8,0.6986192068466168,1.5158791190231946,3.3528831707947058,Medium Risk
44,31,3,7,6.776111820995942,6.471595611269574,9.855404806740392,Medium Risk
31,35,12,8,1.728200514564523,9.174258528045012,5.218330484948498,Medium Risk
44,32,12,7,3.4450589339406323,6.798367597577203,1.406954238607463,Medium Risk
60,23,14,1,0.6154303413483686,8.110216892922269,2.196746779947074,Medium Risk
46,38,13,6,2.6997363685546203,1.089716293039158,4.819442793927208,Medium Risk
20,33,7,1,7.684210711172421,2.5073182600205444,0.4247091048841134,Medium Risk
79,27,8,1,8.850153245472587,8.94538852240591,4.625339853783005,Medium Risk
84,36,2,3,2.2152715190236707,7.151056136180892,4.189408420801276,High Risk
74,6,5,0,4.635478392589219,6.395538263773112,7.79336265319487,High Risk
35,3,9,4,4.703240479372064,6.637667361217,3.5494196448924176,Medium Risk
98,36,10,5,8.735753057597343,4.142005543046434,9.825487615395993,Medium Risk
18,0,14,8,7.627990528758054,0.4455663161765322,1.8076991930090314,Medium Risk
19,0,4,9,5.130772183680499,7.84441542070729,5.9098668496813485,Medium Risk
56,46,5,7,6.707472004717734,6.787132362153539,0.8969929700825463,Medium Risk
17,19,3,1,8.473550539093669,4.728044641127247,7.33863983993982,High Risk
46,18,9,0,0.09538954025544943,8.997596153682574,9.947536880619715,Medium Risk
48,28,5,1,4.028900310500486,3.3615966498509886,8.191386377516322,High Risk
13,9,6,6,9.072431672770787,2.943217442312359,5.557035407203013,Medium Risk
14,17,8,3,7.403130308439514,8.727963250794428,4.847413573996921,Medium Risk
30,27,9,9,5.428413743340746,7.9698765475898545,8.350299612668469,Low Risk
0,34,6,4,5.2964452703513345,5.1497981064834475,9.359740847107243,Medium Risk
53,42,5,6,3.477700976044378,1.3073473945784997,9.89206525798093,Medium Risk
2,46,0,2,5.205205336415145,2.1507147146505243,3.965392275644841,High Risk
15,30,1,9,6.553831994634533,6.562279904088067,9.909174747945123,Medium Risk
86,26,0,1,4.18363038428793,3.8504123784041164,1.559262521738315,High Risk
56,10,8,6,7.14153146392174,8.364731916659712,2.535497759319092,Medium Risk
74,48,9,4,8.612322272603858,9.499550093322041,0.890161247338962,Medium Risk
11,48,9,0,1.5468484818486117,8.056369252749182,2.7173851648448166,Medium Risk
73,37,8,0,4.5154702281742445,3.775454229955572,7.679375516180111,Medium Risk
95,4,6,8,4.080200912850811,7.8868642923142405,8.529243581784497,Medium Risk
15,7,12,4,6.874648040497281,3.5144167347068347,7.788926451025717,Medium Risk
71,33,1,0,2.4986746525792936,1.671000877656339,6.310657781676962,High Risk
75,47,5,6,6.402509149522762,0.33393204865857395,5.139665125226456,Medium Risk
23,11,10,8,8.77489241731488,3.8571671276102,7.0870428921364645,Medium Risk
27,37,3,0,4.181315997936227,9.035593036972818,3.908335492672218,High Risk
7,0,0,9,9.110156999792201,2.389865877556765,8.413083514997018,Medium Risk
91,30,0,3,9.931637389334785,2.06513164929784,6.771900939767854,Medium Risk
35,3,11,2,1.0609204994795207,9.698207852410404,6.978046984944085,Medium Risk
89,48,4,4,2.3305318798485866,0.2500411285059212,5.3593599312907125,Medium Risk
7,44,11,6,9.503797514820931,7.857821503937544,8.852289842111725,Low Risk
57,49,1,7,9.583276864813868,3.2136995574087033,2.520147336790525,Medium Risk
59,4,3,1,0.977072753867585,0.37487956869659333,3.811476533610507,High Risk
49,29,0,6,0.1499850037713668,9.178025402095836,7.776425696776891,Medium Risk
27,23,3,0,1.6110002325642225,1.396423302095836,4.927488961293377,High Risk
91,2,10,6,9.960127833822483,5.517792837256954,8.892140134241908,Medium Risk
40,10,5,7,1.7999961661068686,2.740542074295478,3.463993197628523,High Risk
99,44,9,1,5.025476067220231,0.6519280218469103,3.6933016881964473,Medium Risk
63,3,3,8,8.48417726430511,0.4992248566337909,8.887357893866254,Medium Risk
26,25,0,0,0.2040161068820634,1.155566988363388,4.6437032018204105,High Risk
62,26,6,5,6.044889822584595,0.7136701388938005,5.161245842024868,Medium Risk
16,45,13,0,2.770254488696243,7.605581155199229,3.327637153356794,Medium Risk
72,42,1,2,8.623349164397316,4.8556620228342915,2.766699421790819,Medium Risk
32,26,8,5,2.834611492640792,3.428920913489797,6.55948710838392,Medium Risk
83,41,12,2,6.867557202819089,4.183689101320072,1.1984066154120387,Medium Risk
76,49,2,7,6.742196324473969,9.289467355726233,8.792726411829094,Medium Risk
91,5,7,4,2.2149354885964003,9.107518127381471,7.792031367651079,Medium Risk
28,14,12,1,0.34799199868350117,7.156764801225769,1.9074826370580278,High Risk
12,29,7,3,4.092495737853973,8.846823774216878,6.940199458245654,Medium Risk
45,41,2,8,2.891931519658697,3.196480275876248,6.026329212856348,Medium Risk
34,36,3,3,8.089777496137087,3.8110932600828287,1.8453505073664411,Medium Risk
5,36,1,9,8.003641884553453,6.137121818542281,2.7320350605023247,Medium Risk
81,41,3,9,4.570239521926255,6.236259472972642,4.089865037338344,Medium Risk
68,36,10,7,6.06512225323219,4.81699838012341,6.9924273524547385,Medium Risk
46,34,10,4,6.0425951598692516,4.006578484379533,6.387234088170059,Medium Risk
24,22,10,9,8.271581484276233,9.861803116086952,5.3223484767669795,Low Risk
65,5,13,0,4.250024141231975,8.211236261177245,7.684105431140342,Medium Risk
9,3,8,6,2.7544667979050907,4.349801978880452,7.579377396061659,Medium Risk
55,17,1,2,2.650349181405475,7.272924772395685,6.178591540622559,High Risk
29,8,11,9,5.361922792822042,2.6956169325245947,7.869900833848252,Medium Risk
4,48,11,7,4.491482027322125,1.0016932623732988,3.342633747792092,Medium Risk
32,28,12,2,4.401207709849362,3.524310255527406,8.812495283226056,Medium Risk
64,12,2,0,0.9113733908970723,4.029728001233942,6.149100858019407,High Risk
17,46,14,4,7.186037406901956,0.16537124560670802,8.223635138124305,Medium Risk
95,16,10,1,2.137366879819107,8.14792001635896,5.46279104790284,Medium Risk
48,44,10,3,1.9695363020872136,3.591934023891815,2.1843824498868036,Medium Risk
10,31,14,0,4.127583202773934,5.80418165780147,5.4241012867830865,Medium Risk
84,47,3,8,2.277783416178014,0.7396318727095597,3.711116637765881,Medium Risk
25,21,4,5,5.838582673080154,1.7499682875058398,6.9749903603709456,Medium Risk
62,3,0,7,3.714633393344715,8.896937253275599,4.757937917347358,High Risk
88,4,6,3,4.489117225927901,6.086875278828008,8.361128049276877,Medium Risk
85,36,13,8,5.371693216040288,9.502840501704856,6.780725123219167,Low Risk
58,40,9,1,2.0353552248180486,9.987500343913169,6.8454443303132395,Medium Risk
26,48,6,8,1.557516228655298,3.718601153330944,2.1715533349106497,Medium Risk
48,12,8,4,8.804219028736048,2.988030640832746,9.842497664912903,Medium Risk
76,33,3,5,4.3372370283142105,8.583560551590967,8.416752092714887,Medium Risk
32,44,13,2,4.120936096325392,9.986114270374543,7.890048845606946,Low Risk
97,21,13,3,0.3561215027284148,6.296412342324573,3.3021522516002744,Medium Risk
98,22,5,5,4.9797630258739325,7.951407225115224,5.356316528472319,Medium Risk
0,2,10,6,5.541697216110001,7.8174585881527445,1.3710318807432864,Medium Risk
20,41,1,0,5.588408709546665,3.5533970821954695,5.3847597666270595,High Risk
54,33,11,6,7.0703116932288435,5.7427038025708725,1.4588924648328727,Medium Risk
5,31,11,0,1.7748183499101178,8.330569412642136,5.530378439896012,Medium Risk
91,44,13,4,2.5222313423061884,6.881138762610554,6.487218801549056,Medium Risk
80,48,3,5,8.107304652304126,0.2116381398203826,3.9019596724990233,Medium Risk
68,20,1,1,9.47170616843394,3.3670566889753353,4.985448783312933,High Risk
94,45,9,9,1.3593274736732064,1.4447569659460535,8.75653387674586,Medium Risk
4,43,4,8,4.976495545052182,2.329722120780391,1.0856314470280937,Medium Risk
2,20,14,9,2.1417625273958683,9.054894774913256,7.917328929996529,Low Risk
52,43,6,5,0.6007316835498244,0.3689328891076815,1.707545509961964,High Risk
22,10,12,6,3.255033381261354,2.1980071196192377,0.3670798280462839,Medium Risk
52,38,0,9,1.4368762518421274,3.0956935223823145,1.8557460274504778,High Risk
36,3,14,7,7.0993307343424625,6.168840719663948,7.650431899704897,Medium Risk
73,0,9,9,5.337254136714444,5.341016900858655,4.051260733368601,Medium Risk
73,27,9,0,1.4383447099031088,2.1826948285338608,8.72520516846182,High Risk
82,23,6,7,0.09241588405514367,1.6424106722315446,5.247075411822658,Medium Risk
16,34,9,3,8.081570490242127,2.367980345961188,0.22250351926330958,Medium Risk
84,12,12,9,1.7619440616424753,5.0252962670165555,7.167136096019267,Medium Risk
77,46,5,7,6.06216642220766,2.7117778571120343,1.102329087212327,Medium Risk
72,33,5,5,3.3692191307674557,9.476025016077221,7.893796334619244,Medium Risk
0,10,11,8,5.854859383150356,4.638652214288475,1.6810254980518002,Medium Risk
50,35,7,3,3.15653626982324,0.5879601654463706,3.4544638580551346,High Risk
44,16,7,1,0.8693956069225417,7.292664058366334,7.612714296253603,High Risk
76,34,5,1,2.229500085577536,3.288452882089896,9.542313574764217,Medium Risk
3,17,2,4,1.880585664790756,6.534889320582476,3.7143395064673235,High Risk
61,39,4,9,4.280193524396438,2.79594370523232,8.294002201989358,Medium Risk
64,21,1,8,6.582837834261573,5.707437417333199,1.9079226547583872,Medium Risk
31,23,14,2,2.6380607494635755,7.721525048074646,8.071797702024911,Medium Risk
33,18,13,7,0.12069935300617951,9.28008741774554,6.574940592562511,Medium Risk
91,36,4,3,5.189373642647569,2.6112714443307707,1.9274350721236844,High Risk
94,38,13,5,6.05759489358972,3.3485695099898116,3.0250396035141156,Medium Risk
71,20,8,9,9.628704940018096,4.642664202859397,1.31770888597036,Medium Risk
38,7,9,5,5.894708030932469,9.271748377359888,3.829670110643133,Medium Risk
25,27,0,2,4.711725593781418,9.01386856810657,2.036486411232774,High Risk
33,4,9,4,5.7340162589770385,0.8987828010063803,6.439979536304735,Medium Risk
53,16,4,2,9.27900629862027,1.3192982575381085,9.945051042205588,High Risk
2,36,11,0,8.283781456016463,4.955091773306383,0.1200916308426414,Medium Risk
49,35,5,6,3.22978733363808,1.066192728054235,5.409198132872986,Medium Risk
11,18,13,3,2.372543636571373,3.4558087334869745,5.736665975490097,Medium Risk
64,26,10,6,2.626336123660736,1.4838537821747766,9.14208789680812,Medium Risk
53,33,6,2,5.04421039715213,6.360403551318859,5.060053347669376,Medium Risk
4,10,8,4,7.4404945122857775,9.494954317391617,5.437014196449175,Medium Risk
93,44,5,4,5.032192071829621,9.967337702943816,4.716528013283886,Medium Risk
93,46,4,1,0.6779639582811259,3.752411324969148,2.689043045614814,High Risk
56,11,11,9,7.235807004399809,5.990126371146123,0.5602913324891368,Medium Risk
16,20,6,1,8.059701286709538,8.562676535240813,4.086576822098361,Medium Risk
46,10,12,3,2.8949786511971967,1.1746207279638399,0.5259147124067853,High Risk
22,38,0,3,6.641257392833504,6.895644110519649,5.504924694659178,Medium Risk
78,27,10,3,4.265919010543934,4.088436617250682,3.0729364324229316,Medium Risk
84,4,13,5,8.891193557274429,2.061461602801641,5.336024015254278,Medium Risk
13,16,4,1,8.452255581607398,4.0275361874744195,1.3429696439518668,High Risk
65,19,14,5,5.254319983096423,0.7596028696491686,9.326299657393596,Medium Risk
74,40,1,6,6.915055458135945,6.954071485893057,8.945212435499348,Medium Risk
50,45,3,9,8.83349701022104,2.527426687484531,1.899965092022845,Medium Risk
37,11,6,2,4.957170100782755,3.11405645044878,3.434442832940099,High Risk
63,5,4,7,3.1325074048882193,1.2108129824146274,6.134927718519796,High Risk
97,16,11,1,7.536661379095813,8.646591138898916,0.9568620730590627,Medium Risk
37,18,5,7,2.2006625478469175,4.934442792827386,3.5456782111615084,Medium Risk
49,25,1,4,3.8853114800604205,5.721468777864002,2.511122868190061,High Risk
97,47,2,1,8.657272371067936,5.694326830948546,9.155167287166966,Medium Risk
81,43,6,6,7.244223402693151,4.104931145413417,8.525106362892052,Medium Risk
29,43,10,1,4.038110052474993,1.9252991543813947,5.7983274126686375,Medium Risk
78,31,1,5,2.147445024083574,7.451327484984,5.203463368715742,Medium Risk
90,5,11,9,3.5596839083223655,1.2705626535767434,9.307257945453971,Medium Risk
50,35,5,2,2.84104149227433,1.038737902788105,9.324277829788153,Medium Risk
62,37,4,8,1.7608928794385392,7.101450375965034,9.693301253516605,Medium Risk
97,10,9,2,7.4333291356565665,2.0883702045198382,1.2537888410818765,High Risk
51,32,0,2,2.5206988685017153,3.0677275135283235,1.6055781076317022,High Risk
37,23,11,4,4.541674701677638,4.752274670017402,6.767366986798866,Medium Risk
96,22,10,6,3.8585944683610904,4.493513167295462,5.4143447660984485,Medium Risk
87,14,14,7,9.820773786356309,7.085791250649992,0.18465904893235963,Medium Risk
78,26,9,6,3.9109224414822052,6.2343179344336095,0.6197503598951937,Medium Risk
29,10,10,8,0.799824827967548,6.443961622818657,8.880803822588051,Medium Risk
50,49,3,4,0.8982575257208403,7.140543306554573,8.688707955393863,Medium Risk
80,16,10,9,5.907537213530648,2.9261272742346534,3.5727092199604513,Medium Risk
4,13,1,2,5.993635517382656,3.2233331180047364,8.910506169305346,High Risk
28,26,3,5,4.18758990482655,4.379977478955541,5.936750743979018,Medium Risk
3,17,0,4,4.318436923120297,3.0746217303352608,8.059056470189018,High Risk
9,27,1,3,0.5393258284087121,9.849378689708635,4.274310711602142,High Risk
55,46,12,1,5.165465103892623,8.140519264214296,1.1339832734490873,Medium Risk
16,46,7,6,5.047394753803517,1.6465468825602958,4.337270626460162,Medium Risk
73,3,5,4,1.4954931855694453,0.055941558818695114,4.572997979968979,High Risk
16,6,1,3,1.0383938611092758,0.4278326824726786,5.50944193840603,High Risk
83,44,11,7,1.235724905994905,2.440634510429253,1.05582712904428,Medium Risk
87,34,14,8,1.0102824649125852,1.1429128583685655,9.914018630496114,Medium Risk
68,47,5,8,6.097081955367598,5.333381148925721,2.4413682080690635,Medium Risk
33,8,9,2,1.9648265240291862,8.579952227273587,1.9855240353709291,High Risk
5,7,8,2,2.5143015218746347,7.367502209132274,5.268029188559366,High Risk
52,44,6,4,1.7357214415143973,2.156090630821904,5.372081793948887,Medium Risk
65,16,8,4,9.57835304448503,3.992992560257859,4.398207378332443,Medium Risk
76,16,4,9,8.546174631518355,5.078942095312776,7.718921463252545,Medium Risk
42,48,6,1,2.3049483735152085,8.102058495033354,5.166544007286027,Medium Risk
74,32,10,0,3.27566293922126,8.391216031061647,6.0969545514498416,Medium Risk
22,31,14,7,2.098928423049972,9.09718311907776,7.2374638540778555,Medium Risk
54,7,13,2,4.918759594608238,5.092452505028752,0.25025101563866614,Medium Risk
79,18,6,0,0.19610532474253595,6.9427474643586295,5.706441825450447,High Risk
94,37,11,0,6.713680088967957,1.1180037123393716,8.841944712283693,Medium Risk
74,2,11,1,5.231581498176416,5.6528895995398205,0.1738874292543391,High Risk
15,4,2,5,8.986389283011032,2.486918094711351,4.051821038009611,High Risk
7,12,6,5,1.6439268432841414,4.3171688502661105,9.2622745020583,Medium Risk
3,46,0,2,8.041092460611317,6.340505083067194,3.5315440228253783,Medium Risk
3,45,8,3,7.919610144667157,2.569859378537811,4.587288242002408,Medium Risk
55,30,9,1,1.2718118921688693,0.5218505779676108,9.815413930443128,Medium Risk
24,15,12,1,3.985592241441276,0.10233856408757513,1.993238589505738,High Risk
66,49,5,6,1.701526411445169,0.22159535544521547,0.6525518912500594,High Risk
95,31,4,0,2.5472050045754893,0.08349737513769662,8.594225908613044,High Risk
66,21,6,6,2.6324617483054435,1.1035505655787547,8.684653412123685,Medium Risk
26,28,4,0,5.562363940257727,2.394887145701299,4.720778346800132,High Risk
92,21,9,5,4.114109317604655,2.212215141822992,5.1420717447728626,Medium Risk
31,42,4,2,9.477328040063053,9.867965941798968,8.35806369617836,Medium Risk
49,2,10,7,1.2637014194700513,3.0600610520894325,7.3855949811579515,Medium Risk
60,9,9,5,9.736921348501987,1.274207833593991,2.6514900221701065,Medium Risk
50,41,10,1,2.3063864021426395,5.455625441677579,0.16893355071518457,Medium Risk
18,20,6,7,7.728739363818531,8.579574553975084,4.797001625335458,Medium Risk
20,15,9,4,3.389699261728214,6.780603767876752,8.589123260956415,Medium Risk
4,11,14,7,1.430813954173139,2.960820891354503,8.958346766901622,Medium Risk
81,1,6,7,8.5788918524624,5.61616159791455,9.562261970761538,Medium Risk
91,40,12,5,3.088608992364632,7.148559742004092,8.795632376127813,Medium Risk
41,23,10,1,6.588554042268422,7.281044923677423,5.800435552980984,Medium Risk
60,34,14,7,5.664436850866266,6.665384552976889,4.446055992361009,Medium Risk
21,29,2,5,4.717563093908743,8.70810424775618,7.74849846534099,Medium Risk
20,29,2,5,4.958194726485391,8.701054583441044,7.398216343655965,Medium Risk
69,46,9,7,7.322379140922876,5.789365594070032,5.3814343008145435,Medium Risk
0,34,11,0,0.8777291412344057,4.298563691112123,0.8732737255846912,High Risk
4,18,12,1,6.681806619579051,6.415702955650998,9.260813467869188,Medium Risk
11,49,14,8,8.958121013985787,8.182120013704631,4.556025375016621,Low Risk
89,7,2,7,0.5778819701986415,0.05652104841184724,3.633337819162643,High Risk
45,25,5,6,1.4065333923366674,9.91997009014851,6.295673951687717,Medium Risk
33,48,11,6,7.166319367020314,1.8289377232919923,6.738379611669769,Medium Risk
48,39,14,4,4.372816482446176,4.702489856599762,2.1068791703030145,Medium Risk
77,6,5,1,4.035486208136883,8.720297348428668,8.369388448099562,High Risk
89,29,12,5,1.3696663454423585,2.2504039904419937,2.8993709366237788,Medium Risk
44,6,12,9,5.067700407177881,4.767952239003832,1.866839259143167,Medium Risk
26,2,2,2,1.2654531119637724,1.3258218018117918,4.063998528544975,High Risk
72,0,2,3,4.766204563105404,3.950763253881926,7.305600808974653,High Risk
25,35,7,9,7.636152989616567,1.7713545479300252,9.654581784398035,Medium Risk
46,24,7,1,2.582643578871635,3.63627748771157,8.092812643714332,High Risk
85,36,6,1,4.807861681797273,3.73464216792722,9.403483776701918,Medium Risk
55,0,9,7,9.920159693968357,9.931707895983328,1.4060580407652679,Medium Risk
93,14,3,7,6.866504233540373,9.948130293037723,0.7117679886367678,Medium Risk
62,36,14,9,8.413567713051986,1.1478627866061242,5.577047619066712,Low Risk
47,12,3,5,4.148476065605458,7.259687793283472,2.9029748304403435,Medium Risk
60,39,2,4,7.678609231258553,0.5174547966910115,8.280549729692728,Medium Risk
80,7,4,7,0.40509172941321836,0.30192015337188627,6.7198787140232605,High Risk
25,4,2,3,1.2291118254224498,1.053338942449643,9.707281639857944,High Risk
35,8,12,3,2.0307059292006215,9.654856570079339,2.547923557313042,Medium Risk
0,0,7,4,4.019519246152195,9.408635478946973,4.857841143552324,Medium Risk
7,35,6,0,8.457448783257632,1.9392782028068045,5.0124047742535325,Medium Risk
98,34,12,0,3.462660507879305,1.6167233555371152,2.391767948573762,Medium Risk
51,1,2,1,6.546211935154629,2.40535086515947,5.900933994880077,High Risk
78,39,8,7,7.093142948034834,5.155469940751422,4.432859860792395,Medium Risk
46,22,11,6,5.861823540883414,5.697046320354099,4.467215559898737,Medium Risk
55,8,13,9,3.572419681701362,2.2159343043944735,3.627366479724836,Medium Risk
85,33,12,8,5.770533417135443,7.5662278808994525,0.1692935242553506,Medium Risk
13,45,4,4,3.422655927897462,3.0955316940265076,5.22095236914789,Medium Risk
89,13,8,1,0.8387373855201208,9.221313255294103,3.352478357003311,High Risk
27,3,6,6,9.928039781860145,6.567227064567306,0.013198689843296751,Medium Risk
86,29,14,7,1.271824536325109,4.363511943036117,3.07943707661932,Medium Risk
77,30,6,6,0.7234838383605735,7.899120017028453,2.78628333089757,Medium Risk
87,37,5,6,8.78530749207156,8.179146260466648,3.934481532236358,Medium Risk
1,10,1,4,3.018346608928951,2.9048160560894365,1.3185198964339695,High Risk
25,34,8,1,6.502969740735076,3.3971454383608437,5.076838246350844,Medium Risk
13,7,5,5,3.2900572966223285,9.359551537286034,6.924403525181299,Medium Risk
58,2,7,3,3.9145427079447117,1.6474103836327192,6.301855690545724,High Risk
55,13,0,9,2.621129720167965,0.421504169629342,8.037549475691906,High Risk
6,12,4,1,3.430440057930102,4.540553226095492,4.520082879870811,High Risk
2,44,11,8,4.107004005865431,8.012099002436289,5.190917303397282,Low Risk
22,31,0,6,7.204160690923429,7.716681063107458,8.104019408589833,Medium Risk
17,33,9,5,5.115361942347918,9.195306289128325,4.2770117081923855,Medium Risk
37,44,10,4,9.43565217156977,5.332006643690402,7.01599349899597,Medium Risk
98,18,13,2,0.4188039383877551,1.0006467156653331,4.346023687179919,High Risk
14,37,7,9,5.030683226320281,5.886889743360161,4.177361945115626,Medium Risk
63,15,7,9,5.842247888317181,7.783956143532116,7.602056245291603,Medium Risk
88,1,0,3,9.20196986074274,0.933281202698264,1.7483691546621116,High Risk
27,39,8,2,0.49158523621427586,1.7265740109758976,3.385859719415736,High Risk
73,16,1,7,5.73499584935216,0.12290661155670901,2.2417227674690174,High Risk
38,33,11,2,8.53629928527957,5.936525794468103,3.591099429675971,Medium Risk
56,41,8,6,2.4192772811923655,8.867343919459044,2.3037482236602402,Medium Risk
